vehicle_id,vehicle_type,make_id,model_year,vehicle_desc,color,date_stolen,location_id
877,Roadbike,603,2016,TL,Grey,2022-02-07,102
878,Moped,585,2016,"EURO 50",Black,2022-03-04,107
879,Moped,636,2006,VCV50,Silver,2022-03-19,105
880,Roadbike,566,2016,LIKE,Black,2022-02-26,102
881,Roadbike,554,2016,GD250N,Red,2022-01-26,109
882,Moped,505,2017,"SR MOTARD",Grey,2021-12-22,102
883,Roadbike,611,2004,GN125E,Black,2022-04-03,102
884,Roadbike,611,2018,UK,White,2022-04-05,102
885,Roadbike,545,1988,883,Red,2022-03-04,114
886,Roadbike,561,2016,KL,Green,2021-11-21,109
887,Roadbike,636,2018,YZF,White,2022-02-01,102
888,Moped,617,2019,ROMA,Black,2021-10-16,109
889,Roadbike,550,2019,C,Red,2022-01-07,102
890,Roadbike,550,2012,CRF,White,2021-11-17,109
891,Roadbike,550,2000,HORNET,Blue,2022-01-04,102
892,Roadbike,565,2019,"690 SMC",White,2022-02-05,109
893,Roadbike,629,2013,LX,White,2021-10-17,102
894,Roadbike,611,2019,GSX150,Blue,2022-02-04,102
895,Roadbike,611,2010,GN125H,Black,2022-03-25,102
896,Moped,613,2011,FIDDLE,Red,2021-10-28,114
897,Roadbike,611,2015,AN125,Red,2022-01-04,102
898,Moped,611,2016,UZ50,Brown,2021-11-23,103
899,Moped,585,2005,DD50,Black,2021-12-15,104
900,Moped,538,2016,SHENKE,Black,2021-12-10,103
901,Roadbike,561,2009,ZX,Black,2022-02-07,109
902,Moped,538,2017,NIU,White,2022-03-06,102
903,Roadbike,611,2016,GN125H,Black,2022-02-25,102
904,Roadbike,611,2016,SV650UA,Black,2021-10-23,109
905,Roadbike,565,2017,RC,White,2021-10-20,114
906,Moped,617,2017,ROMA,White,2022-03-07,102
907,Roadbike,636,2005,MAJESTY,White,2022-02-13,102
908,Roadbike,545,2017,STREET,Red,2022-01-29,102
909,Roadbike,611,2017,DR-Z400SM,Black,2022-03-06,109
910,Roadbike,636,2017,YZF,Black,2022-03-01,102
911,Moped,611,2007,LETS,Black,2022-02-25,109
912,Roadbike,611,2018,GSX150,Blue,2022-04-01,102
913,"All Terrain Vehicle",518,2018,COMMANDER,Grey,2022-03-14,107
914,Roadbike,550,2018,GLC,Black,2022-01-30,102
915,Roadbike,554,2013,GT250,Red,2022-03-08,102
916,Roadbike,611,2018,GSX150,Black,2022-02-13,109
917,Roadbike,565,2016,200,White,2022-03-11,107
918,Roadbike,636,2019,YZF,Black,2022-03-02,114
919,Roadbike,550,2019,CB,Black,2022-02-04,102
920,Roadbike,625,2019,"SPEED TWIN",Silver,2022-02-07,102
921,Roadbike,611,2005,GN250,Black,2021-12-22,109
922,Moped,541,2017,CICLONE,Black,2021-12-19,104
923,Moped,585,2009,"MOTO NZ50",Black,2021-12-28,102
924,Moped,617,2018,ROMA,Black,2022-02-16,109
925,Roadbike,561,2018,EX,Black,2022-03-22,102
926,Roadbike,545,2006,SPORTSTER,Blue,2022-03-30,102
927,Moped,566,2016,LIKE,Red,2022-01-05,102
928,Moped,538,2018,ARIIC,Black,2021-10-30,114
929,Moped,617,2018,OTTO,Black,2021-12-06,115
930,Roadbike,636,2018,YZF,Blue,2022-01-02,102
931,Moped,541,2019,CICLONE,Black,2021-10-22,102
932,Roadbike,561,2019,EX,Black,2022-02-24,109
933,Moped,611,2019,UZ50,Blue,2021-11-21,103
934,Moped,617,2019,ROMA,Black,2021-10-08,109
935,Trailer,623,2003,TAMDEM,Yellow,2021-11-14,102
936,Roadbike,636,2015,YZF,Blue,2021-10-25,108
937,Moped,636,2015,YW50,Red,2021-10-12,102
938,Roadbike,550,2015,NBC,Red,2022-02-02,102
939,Roadbike,611,2015,GW250,Black,2022-03-11,102
940,Moped,611,2015,UZ50,White,2022-03-29,102
941,Roadbike,611,2006,GN250,Black,2021-11-05,109
942,Roadbike,629,1974,150,Blue,2022-03-27,102
943,Moped,617,2016,ROMA,Red,2022-01-01,102
944,Roadbike,565,2016,RC,Black,2021-11-30,102
945,Roadbike,554,2010,GT250,White,2022-02-18,106
946,Roadbike,512,2018,G310,Black,2022-01-13,102
947,Roadbike,636,2017,WR250,Blue,2022-03-21,111
948,Moped,541,2018,CICLONE,Red,2021-10-23,102
949,Roadbike,611,2019,GSX150,Red,2022-03-26,106
950,Moped,550,2015,TODAY,Blue,2022-02-12,102
951,Moped,611,2007,AZ50,Black,2021-12-16,102
952,Roadbike,536,2004,"620 DARK",Black,2021-11-28,102
953,Roadbike,561,2019,EX,Black,2021-12-05,104
954,Roadbike,561,2019,EX,Green,2021-12-09,102
955,Roadbike,545,2003,V-ROD,Silver,2021-10-16,102
956,Roadbike,505,2015,SR,Black,2022-02-28,102
957,Roadbike,561,2019,EX,Green,2021-11-22,102
958,Moped,541,2019,CICLONE,Black,2022-02-26,114
959,Moped,585,2016,PANTERA,Red,2021-10-08,102
960,Moped,538,2017,LINTEX,Blue,2022-03-11,114
961,Moped,636,2009,JOG,Black,2022-01-12,107
962,Moped,502,2009,SF50,Red,2021-11-22,104
963,Moped,550,2002,APE,White,2022-01-17,102
964,Roadbike,611,2017,DR200,Black,2022-02-28,104
965,Roadbike,512,2017,G310,Blue,2022-03-30,102
966,Moped,611,2007,LETS,Grey,2022-02-06,109
967,Moped,615,2017,TAPO,White,2022-04-04,102
968,Roadbike,611,2018,GN125H,Black,2022-01-29,114
969,Roadbike,550,2018,GLC,Black,2022-03-04,102
970,Roadbike,565,2006,SUPERDUKE,Orange,2022-03-24,102
971,Moped,617,2019,OTTO,Black,2022-03-28,102
972,Roadbike,561,2019,EX,Green,2022-03-30,102
973,Roadbike,553,2019,401,Silver,2022-02-10,109
974,Roadbike,625,2010,SPEEDMASTER,Black,2021-11-17,102
975,Roadbike,561,2014,ER,White,2022-03-20,102
976,Roadbike,545,2019,STREET,Black,2022-03-17,102
977,Moped,541,2019,CICLONE,Black,2022-02-08,102
978,Moped,538,2020,ARIIC,Red,2021-11-16,114
979,Roadbike,611,2013,GW250,Black,2021-10-29,102
980,Roadbike,505,2015,TUONO,Black,2022-02-05,109
981,Moped,538,2015,MOTUS,Black,2022-01-27,114
982,Moped,617,2016,ROMA,Black,2022-02-23,102
983,Roadbike,636,2016,YZF,Red,2021-10-22,102
984,Roadbike,565,2016,200,White,2021-11-02,114
985,Roadbike,545,2007,FXD,Black,2021-11-16,102
986,Roadbike,554,2008,GT,Black,2022-02-24,108
987,Moped,550,1989,DJ-1,Black,2022-01-04,104
988,Roadbike,636,2017,MT-07,Blue,2022-03-13,102
989,Roadbike,611,2018,GSX150,Blue,2021-12-24,114
990,Moped,617,2018,ROMA,Black,2021-11-23,102
991,Roadbike,611,2018,GSX150,Black,2022-02-27,102
992,Moped,585,2018,YIBEN,Red,2021-12-03,102
993,Moped,594,2013,ZIP,Red,2021-12-07,102
994,Moped,617,2019,ROMA,Black,2022-03-13,102
995,Roadbike,611,2019,GSX150,Black,2021-11-18,102
996,Moped,617,2019,OTTO,Black,2022-03-24,102
997,Roadbike,611,2019,GSX150,Black,2022-03-09,102
998,Trailer,514,2003,"8X4 TANDEM",Silver,2022-03-31,114
999,Moped,541,2015,CICLONE,Red,2021-10-29,102
1000,Moped,617,2015,ROMA,White,2022-02-19,102
